id;name;activ;discShort;discLong;addres;oktmo;fcp;actions;startBuild;endBuild;finValue;curator;telephone;workHours;email;siteUrl;typeObject;typeSport;latitude;longitude;scaleMap;photoUrl
3364;Стадион «Дружба»;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований,событий: 14.05.2014-15.05.2014 - республиканские соревнования по лёгкой атлетике. 16.05.2014-19.05.2014 - первенство России по полиатлону. 25.05.2014 - матч команд Спартак &#40 г.Йошкар-Ола&#41  - Рубин &#40 г.Казань&#41 . 07.06.2014-08.06.2014 - Турнир по мини-футболу среди слепых. - 18 .04.15 - Фестиваль ВФСК ГТО - Май 2015 г. - Суперкубок Республики Марий Эл по футболу  - Май 2015 г. - Первенство России по футболу среди профессиональных клубов II дивизиона  - Май 2015 г. - Первенство России по футболу среди женских команд &#40 I  лига&#41 .;Строительство велось с использованием типовых технологических решений.;Республика Марий Эл, г. Йошкар-Ола, ул. Машиностроителей, 55;88701000;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2008;04.07.2008;31396000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-20:00;tehnadzor.minsportrme@mail.ru;http://yccrme.ucoz.ru;стадион;баскетбол, волейбол, лёгкая атлетика, футбол;47.8728;56.6413;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3364
3383;Спортивный центр с универсальным залом;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований, событий: 02.2014 - Международные турниры ITF по теннису &quot Кубок Республики Марий Эл&quot  &#40 мужской и женский&#41  Первенство России по настольному теннису среди кадетов. 15.02.2015 – Кубок Республики Марий Эл по настольному теннису;1.Архитектура фасадов – современные строительные и отделочные материалы – панели типа «Сэндвич», навесной вентилируемый фасад системы «ДЕКОТ XXI» и «ТАЛДОМ – SPIDI» из газосиликатных стеновых блоков.  Полы выполнены из покрытия Sports Flooring cep.Taratlex 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров.;Республика Марий Эл, г. Йошкар-Ола, ул. Машиностроителей, 55;88701000;Развитие ФК и спорта в РФ (2006-2015);строительство;15.01.2007;27.10.2008;256449000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-20:00;tehnadzor.minsportrme@mail.ru;http://yccrme.ucoz.ru;зал спортивный;теннис;47.8728;56.6413;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3383
3394;Стадион-площадка;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупнейших и значимых соревнований, событий: Ежегодно проводятся соревнования по футболу, районная спартакиада. Даты крупных и значимых соревнований и значимых событий: - 3-4.01.15 – Турнир Горномарийского района по мини-футболу среди школьников 2004-05 г.р., 2003-02 г.р.  5-6.01.15 – Рождественский турнир по мини-футболу среди команд с/поселений  25.01.15 – Районный турнир по мини-футболу среди ветеранов на приз ПТФ «Горномарийская»  - проводятся соревнования по футболу, районная спартакиада.;При строительстве объекта использовались типовые технологические решения.;Республика Марий Эл, с. Виловатово;88608420;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2008;08.10.2009;27200000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-20:00;tehnadzor.minsportrme@mail.ru;;стадион;баскетбол, волейбол, лёгкая атлетика, футбол;46.606;56.1761;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3394
3400;Плавательный бассейн;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований,событий: 7-9 сентября 2012 г. - Фестеваль-презентация туристических ресурсов Приволжского федерального округа &quot Открой Приволжье&quot . 2014г - Республиканское первенство по плаванию среди инвалидов &quot Голубые дорожки&quot .;1. Архитектура фасадов – современные строительные и отделочные материалы – панели типа «Сэндвич», навесной вентилируемый фасад системы «ДЕКОТ XXI» и «ТАЛДОМ – SPIDI» из газосиликатных стеновых блоков. Полы выполнены из покрытия SportsFlooringcep.Taratlex. 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров. 3. Для обеспечения требуемого качества воды предусматривается постоянный автоматизированный контроль качества станций НТН Сontrolles. Дополнительно установлена станция озонового кондиционеров воды PROZONEPZ2-24. Озонаторная установка оснащается камерой деоазации для нейтрализции не прореагировавшего озона. Для поддержания требуемой температуры в процессе эксплуатацииустановлены 2 водо-водяных теплообменника «Bowman» мощностью по 730 кВт. 4. Управление процессами фильтрации, поддержания заданной температуры воды в бассейне, дозирования коагулянта, заданных уровней pH и обеззараживающих веществ, предусматривается в автоматическом режиме.;Республика Марий Эл, г. Йошкар-Ола, ул. Карла-Маркса, 103;88701000;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2007;21.05.2010;541500000;;;;tehnadzor.minsportrme@mail.ru;;бассейн;водное поло, плавание, синхронное плавание;47.8959;56.6264;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3400
3402;Многофункциональный спортивный зал;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований, событий: 11.2013 - соревнования по мини-футболу &quot Золотые бутцы&quot . 02.2014 - соревнования по волейболу в честь 23 февраля. 02.2014 - день открытых дверей. 09.01.15 Первенство района по настольному теннису  25.01.15 – первенство района по волейболу  22.02.2015 - Соревнования по волейболу  11.04.15 – Кубок Юринского района по баскетболу.;1.Архитектура фасадов – современные строительные и отделочные материалы – панели типа «Сэндвич», навесной вентилируемый фасад системы «ДЕКОТ XXI» и «ТАЛДОМ – SPIDI» из газосиликатных стеновых блоков.  Полы выполнены из покрытия Sports Flooring cep.Taratlex 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров.;Республика Марий Эл, пгт Юрино, Центральный проспект, 11;88656151;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2008;27.12.2010;89152000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-21:00;tehnadzor.minsportrme@mail.ru;;зал спортивный;баскетбол, бокс, волейбол, мини-футбол, настольный теннис, теннис;46.2937;56.2886;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3402
3408;Спортивно-оздоровительный комплекс «Жемчужина»;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований, событий: Районная спартакиада. Спортивные мероприятия, посвящённые 90-летию образования района. Даты крупных и значимых соревнований и значимых событий: 18.01.15 – Чемпионат Звениговского района по пауэрлифтингу  25.01.15 – Чемпионат Звениговского района по настольному теннису  15.02.15 – Кубок Звениговского района по футзалу.;1.Архитектура фасадов – современные строительные и отделочные материалы – панели типа «Сэндвич», навесной вентилируемый фасад системы «ДЕКОТ XXI» и «ТАЛДОМ – SPIDI» из газосиликатных стеновых блоков.  Полы выполнены из покрытия Sports Flooring cep.Taratlex 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров.  3. Для обеспечения требуемого качества воды предусматривается постоянный автоматизированный контроль качества станций НТН Сontrolles. Дополнительно установлена станция озонового кондиционеров воды PROZONE PZ2-24. Озонаторная установка оснащается камерой деоазации для нейтрализции не прореагировавшего озона. Для поддержания требуемой температуры в процессе эксплуатацииустановлены 2 водо-водяных теплообменника «Bowman» мощностью по 730 кВт. 4. Управление процессами фильтрации, поддержания заданной t0 воды в бассейне, дозирования коагулянта, заданных уровней pH и обеззараживающих веществ, предусматривается в автоматическом режиме.;Республика Марий Эл, г. Звенигово, ул. Бутяково, 3/б;88612101;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2009;30.12.2010;117592000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-21:00;tehnadzor.minsportrme@mail.ru;;многофункциональный спортивный комплекс;аквааэробика, баскетбол, бокс, волейбол, вольная борьба, греко-римская борьба, дзюдо, мини-футбол, настольный теннис, плавание, спортивная борьба, теннис, тяжёлая атлетика, фитнес-аэробика;48.0243;55.9688;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3408
3421;Ледовый дворец;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований, значимых событий: 7 ноября 2012г. II Открытый турнир по хоккею среди ветеранов на Кубок Главы Республики Марий Эл Л.И. Маркелова. 01.2014 - театр представление для детей из коррекционной школы. 02.2014 - Товарищество встреча, детский хоккей. 10.01.2015 - Открытое первенство  г. Йошкар-Олы по хоккею среди ветеранов  22.02.2015 - Кубок по хоккею с шайбой, посвященный  Дню защитников отечества  02-03.03.2015 Республиканские соревнования юных хоккеистов клуба «Золотая шайба» имени А.В.Тарасова.;1.Архитектура фасадов – современные строительные и отделочные материалы – панели типа «Сэндвич», навесной вентилируемый фасад системы «ДЕКОТ XXI» и «ТАЛДОМ – SPIDI» из газосиликатных стеновых блоков.  Полы выполнены из покрытия Sports Flooring cep.Taratlex 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров.;Республика Марий Эл, пгт Мари-Турек, ул. Советская, 24/а;88624151;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2009;30.12.2010;246192000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-21:00;tehnadzor.minsportrme@mail.ru;http://yccrme.ucoz.ru;арена ледовая;кёрлинг, фигурное катание, хоккей;49.6236;56.7878;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3421
3432;Плавательный бассейн «Волга»;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований, событий: 2014г. - Чемпионат и первенство г. Козьмодемьянска по плаванию. 2014г. - Чемпионат и первенство г. Козьмодемьянска по пауэрлифтингу. 2014г. - Кубок г. Козьмодемьянска по плаванию. 19.03.2015 г. -  первенство г. Козьмодемьянска по плаванию среди учащихся и молодежи  20.03.2015 г. -  Чемпионат и первенство г. Козьмодемьянска по плаванию среди трудовых коллективов.;1.Архитектура фасадов – современные строительные и отделочные материалы – панели типа «Сэндвич», навесной вентилируемый фасад системы «ДЕКОТ XXI» и «ТАЛДОМ – SPIDI» из газосиликатных стеновых блоков.  Полы выполнены из покрытия Sports Flooring cep.Taratlex 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров.  3. Для обеспечения требуемого качества воды предусматривается постоянный автоматизированный контроль качества станций НТН Сontrolles. Дополнительно установлена станция озонового кондиционеров воды PROZONE PZ2-24. Озонаторная установка оснащается камерой деоазации для нейтрализции не прореагировавшего озона. Для поддержания требуемой температуры в процессе эксплуатацииустановлены 2 водо-водяных теплообменника «Bowman» мощностью по 730 кВт. 4. Управление процессами фильтрации, поддержания заданной t0 воды в бассейне, дозирования коагулянта, заданных уровней pH и обеззараживающих веществ, предусматривается в автоматическом режиме.;Республика Марий Эл, г. Козьмодемьянск, ул. Северная, 1/в;88715000;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2010;28.11.2011;210300000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-20:00;tehnadzor.minsportrme@mail.ru;;бассейн;водное поло, плавание, синхронное плавание;46.5406;56.3363;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3432
3447;Плавательный бассейн;Y;Здание расположено в центральной части поселка, в шаговой доступности для населения.;Здание плавательного бассейна  состоит из 3-х этажей. Помимо плавания в здании бассейна можно будет заниматься и другими видами спорта: аэробикой, пауэрлифтингом, настольным теннисом, шахматами, шашками, армспортом.;Республика Марий Эл, пгт Советский, ул. Свердлова;88652151;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2008;01.12.2014;44474000;;;;;;бассейн;плавание;48.4706;56.7602;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3447
3453;Спортивный центр с универсальным игровым залом «Витязь»;Y;Обеспечивает гражданам Республики Марий Эл возможность заниматься физической культурой и спортом. Способствует формированию у населения устойчивого интереса к регулярным занятиям физической культурой и спортом, здоровому образу жизни. Способствует созданию эффективной системы подготовки спортивного резерва и условий для развития спорта высших достижений. Даты крупных и значимых соревнований, событий: 21.03.2014-22.03.2014 - Открытые соревнования городов России &quot Ассоль&quot  по художественной гимнастике. 12.04.2014-13.04.2014 - Всероссийский турнир по художественной гимнастике. 31.01.2015 – Кубок Медведевского района по баскетболу среди школьников  06.02.2015 – 7.02.2015 – Региональный финал ШБЛ «КЭС-БАСКЕТ».;1.Архитектура фасадов: современные строительные и отделочные материалы – навесной вентилируемый фасад с облицовкой керамогранитными плитами.  Полы универсального спортзала выполнены из покрытия «Taratlex Sport М». 2. Процесс обработки воздуха в приточных системах предусматривает фильтрацию, подогрев воздуха и шумоглушение, автоматическое регулирование температуры, контроль запыленности фильтров.;Республика Марий Эл, пгт Медведево, ул. им. С. Жилина, 4;88628151;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2009;25.11.2013;132300000;Начальник отдела технического надзора за капитальным строительством – Кудрявцева Г.В.;;08:00-20:00;tehnadzor.minsportrme@mail.ru;;многофункциональный спортивный комплекс;баскетбол, бокс, волейбол, мини-футбол, настольный теннис, самбо, тайский бокс, фитнес-аэробика, футбол, художественная гимнастика;47.8116;56.6375;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3453
3464;Крытый каток с искусственным льдом «Олимпиец»;Y;В настоящее время на территории г. Ижевска с населением 600 тыс. человек функционирует единственный имеющийся ледовый дворец «Ижсталь» построенный в 1971 году и требующий капитального ремонта.  Основную массу рабочего времени дворца занимает профессиональная команда «Ижсталь» для тренировок, которая играет в высшей хоккейной лиге страны, что не позволяет в достаточном объеме обеспечить льдом  потребность жителей республики в полном объеме, в том числе и детско-юношеские школы по хоккею с шайбой и фигурному катанию.   Учитывая вышеизложенное, а также и рекомендации Федерации хоккея России о наличии в субъектах РФ крытых ледовых арен из расчета 1 арена на 100 тыс. человек, считаем крайне важным принятое решение Министерства спорта Российской Федерации о введении объекта «Крытый каток с искусственным льдом в г. Ижевске» в 2012 году по линии федеральной целевой программы «Развитие физической культуры и спорта в РФ на 2006-2015 годы»;Объект выполнен в металлоконструкциях с использованием современных энергосберегающих материалов. При строительстве ледового поля использована технология модульной холодильной машины контейнерного типа расположенной за наружным контуром здания. Общая площадь здания/сооружения-6769,9 м2. Площадь спортивной составляющей-2039,6 м2. Максимальная пропускная способность-77 чел/смена. Наличие сооружений для размещения зрителей, вместимость-500 мест.;Удмуртская Республика, г. Ижевск, ул. Удмуртская;94701000;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2007;15.01.2013;511900000;Отдела туризма и спортсооружений Минспорттуризма УР ;;;parahin@minsport18.ru;;арена ледовая;фигурное катание, хоккей;53.2243;56.8521;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3464
3492;Спортивно-оздоровительный лыжный комплекс имени Г. А. Кулаковой;Y;Построенные лыжная база, стадион с трибунами и информационное табло активизировали развитие лыжного спорта в Удмуртской Республике, привлекают дополнительные инвестиции, способствуют развитию республиканского туристического бизнеса, обеспечили работой 60 человек. Появилась заинтересованность в проведении международных и российских соревнований и учебно-тренировочных сборов по зимним видам спорта на территории Удмуртской Республики. Удмуртская Республика является одним из ведущих центров подготовки спортсменов – лыжников для включения в состав сборной команды Российской Федерации. Строительство общежития для спортсменов с медико-восстановительным центром позволит создать более комфортные условия для размещения спортсменов и их медико-восстановительного обслуживания в периоды учебно-тренировочных сборов и проведения соревнований. Новые помещения позволят обеспечить работой дополнительно 25 человек. Повышается уровень привлекательности лыжного комплекса в проведении международных и российских соревнований по зимним видам спорта на территории Удмуртской Республики. Результаты спортивных достижений-2 место в эстафетной гонке среди мужчин на Олимпийских играх 2014 года в г.Сочи, 2 место в гонке на 50 км. среди мужчин на Олимпийских играх 2014 года в г.Сочи.  Спортивно-оздоровительный лыжный комплекс им. Г.А. Кулаковой является базовым центром подготовки сборных команд Удмуртской Республики по лыжным гонкам, спорту слепых и спорту инвалидов с нарушением опорно-двигательного аппарата, а&nbsp &nbsp также по велосипедному спорту. Кроме этого на комплексе проводятся все региональные соревнования, а также межрегиональные&nbsp &nbsp и Всероссийские соревнования по лыжным гонкам. Планируется с 2016 года открытие отделения Детско-юношеской спортивной школы олимпийского резерва с дневным графиком работы. В 2005 году Постановлением Правительства Удмуртской Республики было принято решение о строительстве нового здания Лыжной базы при Автономном учреждении Удмуртской Республики «Спортивно-оздоровительный лыжный комплекс им. Г.А. Кулаковой», приурочив ввод объекта в 2007 году к 65 – летию прославленной лыжницы Галины Алексеевны Кулаковой. В 2006 году был готов рабочий проект 1 –й очереди строительства «Спортивно-оздоровительный лыжный комплекс им. Г.А. Кулаковой». В январе 2007 года состоялось торжественное открытие новой Лыжной базы где прошли очередные республиканские сельские спортивные игры, где приняли участие команды всех сельских районов Удмуртской Республики с количеством участников свыше 1500 человек.;Возможно использование стадиона, здания лыжной базы и информационного табло в зимнее и летнее время. Зимой, во время соревнований по лыжным гонкам, стадион служит стартовой площадкой и финишной прямой. Летом стадион используется для тренировок спортсменов и проведения оздоровительных мероприятий для отдыхающих. Беговые дорожки стадиона переходят в сертифицированные лыжероллерные и лыжные трассы. Общежитие с медико-восстановительным центром располагается в непосредственной близости с сертифицированными лыжными и освещенными лыжероллерными трассами, стадионом и столовой. По функциональному назначению здание разделено на два блока: медико-восстановительный центр и общежитие, что создает спортсменам более благоприятные условия для их проживания и восстановления. Площадь спортивной составляющей &#40 лыжные и лыжероллерные трассы&#41 - 54000м2 Максимальная пропускная способность - 120 чел/смену Наличие сооружений для размещения зрителей, вместимость  200 мест.;Удмуртская Республика, г. Ижевск, Якшур-Бодьинский тракт, 14/7;94701000;Развитие ФК и спорта в РФ (2006-2015);реконструкция;01.06.2006;30.12.2013;370000000;Отдел туризма и спортсооружений Минспорттуризма УР ;8(3412)58-70-69;;vam-61@mail.ru;www.solk14km.ru;комплекс лыжный;лыжные гонки;53.1566;56.879;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3492
3540;Спортивный зал лингвистической гимназии № 20;Y;Привлечение подрастающего поколения к здоровому образу жизни, развитие спорта и физкультуры среди населения города. Увеличение уровня обеспеченности спортивными зала в муниципальном образовании. Результаты спортивных достижений: 1-место в спартакиаде города среди начальных школ   3-е место в спартакиаде города среди средних школ.;Здание спортивного зала кирпичное, двухэтажное, с подвалом, соединяется со зданием школы теплым переходом. Размеры здания в осях 39,84 х 12,00 м. Высота спортивного зала – 6,0 м. Единовременная пропускная способность объекта спорта 25 человек Общая площадь здания/сооружения - 543,0 м&#178 . Площадь спортивной составляющей - 288,0 м&#178 . Максимальная пропускная способность - 35 чел./смену. Наличие сооружений для размещения зрителей, вместимость - 40.;Удмуртская Республика, г. Сарапул, ул. Пугачева, 130;94740000;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2007;01.07.2008;39971000;Отдел туризма и спортсооружений Минспорттуризма УР ;(34147)25727;;sarlg20@yandex.ru;;зал спортивный;общая физическая подготовка;53.7844;56.4691;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3540
3545;Спортивный зал СОШ № 17;Y;Привлечение подрастающего поколения к здоровому образу жизни, развитие спорта и физкультуры среди населения города. Результаты спортивных достижений: Черлидинг – 2 место  Волейбол – 3 место  л/атлетика – призовые места  каратэ: «Первенство г. Свердловска» -1место, «Первенство г. Сарапула» - 1 место, «Первенство г. Воткинска» - 3 место.;Здание спортивного зала – кирпичное, двухэтажное, прямоугольное в плане,  с подвалом, соединяется со зданием школы теплым переходом на уровне второго этажа. Размеры здания в осях 39,84 х 12,00 м. Высота спортивного зала – 6,9 м. Современные технологии – применён утеплитель – поропласт. Единовременная пропускная способность объекта спорта - 30 чел/смена. Общая площадь здания/сооружения - 939,6 м2. Площадь спортивной составляющей - 288 м2 спортзал,  60 м2 тренажерный зал. Максимальная пропускная способность - 50 чел/смена. Наличие сооружений для размещения зрителей/вместимость - 160 мест. Единый комплекс: включает спортзал, сцену, тренажерный зал, душевые и раздевалки.;Удмуртская Республика, г. Сарапул, ул. Сивкова, 24/г;94740000;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2008;17.10.2008;34700000;Управление физической культурой и спортом города Сарапула ;(34147)22720;;ufkssarapul@yandex.ru;;зал спортивный;баскетбол, волейбол, лёгкая атлетика, настольный теннис, общая физическая подготовка, спортивная гимнастика, футбол, художественная гимнастика;53.8058;56.4817;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3545
3553;Футбольное поле «Футбольный клуб «Зенит-Ижевск»;Y;Ежегодное  участие молодежной команды «Зенит-Ижевск-2» в Первенства России среди любительских команд III дивизиона зоны «Приволжье». Ежегодное  участие юношеских команд по возрастам  «Зенит-Ижевск» в Первенствах России и Кубках РФС в 2015 году &#40 U-17, U-16, U-15, U-14, U-13&#41 .;Специализированная детско – юношеская спортивная школа Олимпийского резерва по футболу, структурное подразделение АУ УР «ФК «Зенит-Ижевск»: Центр города. Административное 3-х этажное здание  цокольный этаж – раздевальные и бытовые помещения 1 этаж – административные помещения, Столовая 2 этаж – спортивное общежитие на 30 мест 3 этаж – Спортивный лицей № 82 3 футбольных поля с искусственным покрытием размером &#40 100х70 м, 80х60 м, 52х35 м&#41  Футбольный манеж с искусственным покрытием 48х24 м Занимается футболом 775 детей &#40 с 7до 21 года&#41  Группы СОГ до 200 детей &#40 с 5 до 7 лет&#41  В вечернее время  занимаются группы оздоровительной направленности. Медицинские кабинеты.;Удмуртская Республика, г. Ижевск, ул. Зенитная, 5/а;94701000;Развитие ФК и спорта в РФ (2006-2015);строительство;01.01.2009;31.10.2009;12150000;Отдел туризма и спортсооружений Минспорттуризма УР ;8(3412) 72-47-00, 72-34-95;с 8.00 до 17.00;Fc.zenit-izhevsk@yandex.ru;;футбольное поле ;футбол;53.2268;56.8548;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3553
